,공원명,면적,주요시설,오시는길,이용시참고사항,구별,addr,lng,lat
56,백련근린공원,993724.0,조경시설 : 정자 파고라 조합놀이대 등  편의시설 : 청소년수련관 문화체육회관 화장실 음수대 등  관리시설 : 종합안내판 관리사무소 등  기반시설 : 도로 산책로 등   백련근린공원(논골지구) : 19500㎡(홍은2동 산11-216 서강아파트 뒤) 팔각정 초정 운동시설 계류 생태연못 허브원 장미원 실용원 약용원 등 ,지하철 2호선 신촌역 3번출구 → 마을버스 '서대문03'번 → 서대문등기소 하차후 → 서대문문화회관방면으로 도보 5분 3호선 홍제역 3번출구 → 마을버스 '서대문10번' 이용 백련사 하차 3호선 녹번역 4번출구 → 7019번 이용 시립은평병원 하차 3호선 홍제역 녹번역 하차 도보 10~15분  버스(G 지선 B 간선 R 광역 Y 순환) 서대문등기소 하차 G 마을버스 서대문03 백련사 하차 G 마을버스 서대문10 시립은평병원 하차 G 7019  주차장 주차가능 수 : 74대 주차장 면적 : 2775㎡ 문의처 : 서대문구청 푸른도시과 (02-330-1395)  문화체육회관 (02-360-8500) ,일반사항 공원을 깨끗하게 이용합니다. 대중교통을 이용해 주세요. 기념물 시설물 풀과 나무를 보호합니다. 야생동물보호를 위해 음식물 반입을 금지합니다. 야영 취사행위 및 불을 피우지 않습니다. 애완동물은 생태계 보전과 대중의 이용에 불편함이 없도록 출입을 자제하여 주시기 바랍니다. 음주/가무/소란행위를 하지 않습니다. 쓰레기는 되가져 가시기 바랍니다. ,서대문구,서울특별시 서대문구 통일로 507-22(백련공원) ,126.92861599999999,37.587966200000004
57,오금근린공원,219167.0,곰두리체육센터 송파도서관 테니스장 배드민턴장 게이트볼장 자연학습관찰로 삼림욕장 ,지하철 5호선 오금역 2번 출구에서 횡단보도 건너 오른쪽으로 100m 직진 5호선 5호선 개롱역 1번 출구에서 횡단보도 건너 송파우체국방향으로 100m 직진  버스(G 지선 B 간선 R 광역 Y 순환) 오금공원앞 가락레미안앞 하차 G 3215 3219 3313 3314 3315 3417 ,일반사항 공원을 깨끗하게 이용합니다. 대중교통을 이용해 주세요. 기념물 시설물 풀과 나무를 보호합니다. 야생동물보호를 위해 음식물 반입을 금지합니다. 야영 취사행위 및 불을 피우지 않습니다. 애완동물은 생태계 보전과 대중의 이용에 불편함이 없도록 출입을 자제하여 주시기 바랍니다. 음주/가무/소란행위를 하지 않습니다. 쓰레기는 되가져 가시기 바랍니다. ,송파구,서울특별시 송파구 오금로 363 오금근린공원 ,127.13239569999999,37.5038715
58,오동근린공원,1349556.4,배드민턴장 운동장 체력단련시설,지하철 4호선 수유역 : 2번출구 ⇒ 마을버스 9번 11번 이용 강북구민운동장에서 하차 오동공원 이용 주공아파트 508동 하차 오동공원 이용  버스(G 지선 B 간선 R 광역 Y 순환) B 150번 142번 140번 등 강북구청(수유역)에서 하차 ⇒ 수유역 2번출구 ⇒ 마을버스 9번 11번 이용  주차장 공원 옆 강북구민운동장 유료주차장 이용하시면 됩니다. ,일반사항 공원을 깨끗하게 이용합니다. 대중교통을 이용해 주세요. 기념물 시설물 풀과 나무를 보호합니다. 야생동물보호를 위해 음식물 반입을 금지합니다. 야영 취사행위 및 불을 피우지 않습니다. 애완동물은 생태계 보전과 대중의 이용에 불편함이 없도록 출입을 자제하여 주시기 바랍니다. 음주/가무/소란행위를 하지 않습니다. 쓰레기는 되가져 가시기 바랍니다. ,강북구,서울특별시 강북구 번동 산20-1,127.03172690000001,37.6327957
59,봉산도시자연공원,1511198.0,산책로9㎞ 전시관 1동 운동시설,지하철 6호선 응암역 새절역 증산역 수색역 이용  버스(G 지선 B 간선 R 광역 Y 순환) G 7017 7715 7212  접근방법(교통) 제1등산로 : 경의선 수색역(1번출구) - 도보 10분 제2등산로 : 지하철 6호선 증산역(3번출구) - 도보 10분         ※ 주 등산로만 작성 ,일반사항 공원을 깨끗하게 이용합니다. 대중교통을 이용해 주세요. 기념물 시설물 풀과 나무를 보호합니다. 야생동물보호를 위해 음식물 반입을 금지합니다. 야영 취사행위 및 불을 피우지 않습니다. 애완동물은 생태계 보전과 대중의 이용에 불편함이 없도록 출입을 자제하여 주시기 바랍니다. 음주/가무/소란행위를 하지 않습니다. 쓰레기는 되가져 가시기 바랍니다.  일반사항 산을 이용하는 시민들은 주로 제1등산로와 제2등산로 등을 이용하고 있으며 인근지역 주민들이 이용객의 대부분을 차지하고 있습니다. 현재 봉산도시자연공원 증산지구내 공원이용객 및 주민들을 위한 주차시설을 조성완료하여 타지역 이용객들의 접근성을 높이고 있으며 대중교통 이용객들을 위하여 증산역에서 봉산 주 등산로로 향하는 서울둘레길 안내표시가 설치되어 있어 등산객들의 편의성이 높은 편입니다.(※ 대중교통 이용객들을 위한 안내 표시가 일부 주 등산로까지 설치되어 있습니다.) ,은평구,서울특별시 은평구 구산동 산61,126.90201529999999,37.604071000000005
60,온수도시자연공원,1097565.0,배드민턴장 체력단련장 철봉 허리돌리기 등 운동기구,지하철 1호선 개봉역 2번출구>마을버스02 종점하차(개봉중) 미소들병원 방향(도보5분)  버스(G 지선 B 간선 R 광역 Y 순환) G6613 ,일반사항 공원을 깨끗하게 이용합니다. 대중교통을 이용해 주세요. 기념물 시설물 풀과 나무를 보호합니다. 야생동물보호를 위해 음식물 반입을 금지합니다. 야영 취사행위 및 불을 피우지 않습니다. 애완동물은 생태계 보전과 대중의 이용에 불편함이 없도록 출입을 자제하여 주시기 바랍니다. 음주/가무/소란행위를 하지 않습니다. 쓰레기는 되가져 가시기 바랍니다. ,구로구,서울특별시 구로구 개봉동 산2-60,126.83695,37.5002598
61,봉은공원,328018.0,奉恩寺 도심 한가운데 있는 奉恩寺는 그 외형적 규모뿐 아니라 역사적으로 서울의 대표적인 사찰로 알려져 있다. 일제시대에는 서울과 경기 일원의 80여 사찰을 관장하던 본사였고 조선시대에는 억불정책에도 불구하고 선종의 수사찰(首寺刹)로 한국불교의 명맥을 유지하는데 결정적 공헌을 해온 곳이다. 선불당(選佛堂) 봉은사 대웅전 한단 아래 왼쪽에 자리잡고 있는 선불당은 대중을 위한 禪房으로1941년 심검당이 있던 자리에 중건된 것이다. 선불당은 계율을 일러주는 곳 혹은 선법.교법을 닦는 곳이다. 秋史 金正喜의 '板殿' 현판 (서울시 유형문화재 제76호: 1991년 5월28일 지정) 봉은사에 있는 화엄경소를 비롯한 15종 3438매의 많은 목판본을 보관하기 위하여 세워진 전각인 판전의 정면 어칸의 처마에 걸려 있는 편액이다. 이 편액은 추사 김정희(1786~1856?)의 말년 작품으로 왼쪽에 세로로 '칠십일과병중작(칠십일과병중작)'이라 쓰여진 바와 같이 그가 71세때 병중에 쓴 글씨로 유명하다. 대방광불화엄경(大方廣佛華嚴經) 수소연의 초판 (서울시 유형문화재 제84호: 1992년 12월28일 지정) 봉은사 판전에 보관되어 있는 총 15종 3438판의 목판본 중 3133판이 바로 대방광불화엄경이다. 대승불교의 대표적 경전이라 할 수 있는 이 화엄경판은 처음 중국 당나라의 실차난타와 징관이 각각 번역하고 찬한 것으로 흔히 '화엄경'으로 줄여 부른다. 주된 내용은 부처님이 성도한 깨달음의 내용을 그대로 나타내고 있는 경전으로 여러 대승불교의 경전 가운데서도 교학적.사상적으로 불교의 핵심을 가장 깊게 담고 있다는 평가를 받고 있다. ,지하철 2호선 삼성역 하차 7호선 청담역 하차 도보로 10분 소요 ,일반사항 공원을 깨끗하게 이용합니다. 대중교통을 이용해 주세요. 기념물 시설물 풀과 나무를 보호합니다. 야생동물보호를 위해 음식물 반입을 금지합니다. 야영 취사행위 및 불을 피우지 않습니다. 애완동물은 생태계 보전과 대중의 이용에 불편함이 없도록 출입을 자제하여 주시기 바랍니다. 음주/가무/소란행위를 하지 않습니다. 쓰레기는 되가져 가시기 바랍니다. ,강남구,서울특별시 강남구 삼성동 75,127.05549609999998,37.5139026
62,올림픽공원,1447122.0,몽촌토성 음악분수 올림픽회관 지구촌공원 피크닉장 88마당 체육관,지하철 2호선 잠실역 성내역 5호선 올림픽공원역 8호선 몽촌토성역  버스(G 지선 B 간선 R 광역 Y 순환) G21-2 21-3 21-5 571 522 418 30-5 212 813-2 ,일반사항 공원을 깨끗하게 이용합니다. 대중교통을 이용해 주세요. 기념물 시설물 풀과 나무를 보호합니다. 야생동물보호를 위해 음식물 반입을 금지합니다. 야영 취사행위 및 불을 피우지 않습니다. 애완동물은 생태계 보전과 대중의 이용에 불편함이 없도록 출입을 자제하여 주시기 바랍니다. 음주/가무/소란행위를 하지 않습니다. 쓰레기는 되가져 가시기 바랍니다. ,송파구,서울특별시 송파구 올림픽로 424 (방이동),127.12295900000001,37.520934000000004
63,와룡근린공원,207790.0,말바위 테니스장 노천탕,지하철 4호선 대학로역 하차 혜화초등학교행 마을버스  버스(G 지선 B 간선 R 광역 Y 순환),일반사항 공원을 깨끗하게 이용합니다. 대중교통을 이용해 주세요. 기념물 시설물 풀과 나무를 보호합니다. 야생동물보호를 위해 음식물 반입을 금지합니다. 야영 취사행위 및 불을 피우지 않습니다. 애완동물은 생태계 보전과 대중의 이용에 불편함이 없도록 출입을 자제하여 주시기 바랍니다. 음주/가무/소란행위를 하지 않습니다. 쓰레기는 되가져 가시기 바랍니다. ,종로구,서울특별시 종로구 와룡공원길 192 (우) 03063,126.9901672,37.59079439999999
64,봉화산근린공원,1018689.0,봉수대 등,지하철 6호선 봉화산역 4번출구  버스(G 지선 B 간선 R 광역 Y 순환) 중랑구립도서관체육관 하차 G 1122 1221 2113 2223 2234 중랑구청 하차 G1122 2223 B 241A 273  주차장 주차가능 수 : 35 대 주차장 면적 : 800㎡ ,일반사항 공원을 깨끗하게 이용합니다. 대중교통을 이용해 주세요. 기념물 시설물 풀과 나무를 보호합니다. 야생동물보호를 위해 음식물 반입을 금지합니다. 야영 취사행위 및 불을 피우지 않습니다. 애완동물은 생태계 보전과 대중의 이용에 불편함이 없도록 출입을 자제하여 주시기 바랍니다. 음주/가무/소란행위를 하지 않습니다. 쓰레기는 되가져 가시기 바랍니다. ,중랑구,서울특별시 중랑구 묵동 산46-1,127.0923625,37.6106404
65,북악산도시자연공원,954553.0,현재 북악은 청와대가 있어 일반인의 등산이 금지되어 있으나 1967년까지는 청와대 뒤의 북악 일대도 가벼운 등산길이었다. 그러나 1968년 1월 21일 북한 무장공비들이 이곳까지 침투해 온 사건이 발생하여 수도권 경비강화를 목적으로 북악스카이웨이를 만들고 등산길은 폐쇄하였다.   숙정문과 창의문 사이에는 성곽옆에 1.21사태 소나무가 생육중이다.   북악산도시자연공원에는 서울성곽 18.627km의 탐방코스중 4대문 중 북대문인 숙정문에서  4소문중 북소문인 창의문 구간 약 2km의 코스가 있다.   창의문 외곽에는 북악산도시자연공원은 아니지만 자연경관보호지역으로 백사실계곡이 인접하여 있다. ,말바위 안내소  지하철 3호선 안국역 2번출구 → 지선(초록)버스 종로02번 탑승 4호선 → 지선(초록)버스 종로 08번 탑승  버스(G 지선 B 간선 R 광역 Y 순환) 종점(성균관대후문)에서 하차 후 걸어서 10분 와룡공원 도착 → 서울성곽 따라 걸어서 20분 G 종로02번 종점(명륜3가)에서 하차 후 걸어서 10분 와룡공원 도착 → 성곽을 따라 걸어서 20분 G 종로 08번  숙정문 안내소  지하철 4호선 한성대 입구 6번출구 → 지선(초록)버스 1111번 2112번 탑승  버스(G 지선 B 간선 R 광역 Y 순환) 종점(명수학교)에서 하차 후 걸어서 10분 별도의 주차공간 제공이 없는점을 감아하여 대중교통을 이용하여 주시기 바랍니다.  G 1111번 2112번  창의문 안내소  지하철 3호선 경북궁역 3번출구  버스(G 지선 B 간선 R 광역 Y 순환) 지하문고개 하차후 걸어서 2분 G 0212 1020 7022 ,일반사항 공원을 깨끗하게 이용합니다. 대중교통을 이용해 주세요. 기념물 시설물 풀과 나무를 보호합니다. 야생동물보호를 위해 음식물 반입을 금지합니다. 야영 취사행위 및 불을 피우지 않습니다. 애완동물은 생태계 보전과 대중의 이용에 불편함이 없도록 출입을 자제하여 주시기 바랍니다. 음주/가무/소란행위를 하지 않습니다. 쓰레기는 되가져 가시기 바랍니다. ,종로구,서울특별시 종로구 부암동 산2-6,126.97372949999999,37.5929992
66,북한산국립공원,1667848.0,,승용차 문의처 : 국립공원관리공단 북한산공원관리사무소 02)909-0497~8  주차장 주차가능 수 : 88대 주차장 면적 : 2000㎡ ,일반사항 공원을 깨끗하게 이용합니다. 대중교통을 이용해 주세요. 기념물 시설물 풀과 나무를 보호합니다. 야생동물보호를 위해 음식물 반입을 금지합니다. 야영 취사행위 및 불을 피우지 않습니다. 애완동물은 생태계 보전과 대중의 이용에 불편함이 없도록 출입을 자제하여 주시기 바랍니다. 음주/가무/소란행위를 하지 않습니다. 쓰레기는 되가져 가시기 바랍니다. ,강북구,서울특별시 종로구 은평구 서대문구 성북구 강북구 도봉구 일대 경기도 의정부 양주군 고양시 일대,127.00093799999999,37.624549
67,외국인묘지공원,13224.0,묘지 517기 휴게시설 편의시설 녹지대,지하철 2호선 합정역 4번출구  버스(G 지선 B 간선 R 광역 Y 순환) B361 ,일반사항 공원을 깨끗하게 이용합니다. 대중교통을 이용해 주세요. 기념물 시설물 풀과 나무를 보호합니다. 야생동물보호를 위해 음식물 반입을 금지합니다. 야영 취사행위 및 불을 피우지 않습니다. 애완동물은 생태계 보전과 대중의 이용에 불편함이 없도록 출입을 자제하여 주시기 바랍니다. 음주/가무/소란행위를 하지 않습니다. 쓰레기는 되가져 가시기 바랍니다. ,마포구,서울특별시 마포구 양화진길 46(외국인묘지공원),126.911414,37.546797
68,불광근린공원,130345.0,도서관 산책로 실외배드민턴장 등,지하철 3호선 6호선 연신내역 3번 출구 불광미성아파트 뒤  버스(G 지선 B 간선 R 광역 Y 순환) G 7723 7211 B 720 571  문의처 02)351-8001~8006 ,일반사항 공원을 깨끗하게 이용합니다. 대중교통을 이용해 주세요. 기념물 시설물 풀과 나무를 보호합니다. 야생동물보호를 위해 음식물 반입을 금지합니다. 야영 취사행위 및 불을 피우지 않습니다. 애완동물은 생태계 보전과 대중의 이용에 불편함이 없도록 출입을 자제하여 주시기 바랍니다. 음주/가무/소란행위를 하지 않습니다. 쓰레기는 되가져 가시기 바랍니다. ,은평구,서울특별시 은평구 불광동 산33-1,126.9298962,37.6188016
69,불암산도시자연공원,5332422.0,등산로 및 휴게시설,지하철 4호선 상계역 하차 도보 10분거리 불암산 방향  문의처 노원구청 공원녹지과 (02)2116-3942~68  주차장(불암산 주차장) 위 치 : 중계동 산26번지 면 적 : 2000㎡(약606평) 주차면수 : 67면   접근방법(교통) 제1등산로 : 4호선 당고개역 하차 (도보로 15~20분 소요) 제5등산로 : 4호선 상계역 하차   (도보로 10~15분 소요) 제9등산로 : 6호선 화랑대역 하차 (도보로 10~15분 소요)   ,일반사항 공원을 깨끗하게 이용합니다. 대중교통을 이용해 주세요. 기념물 시설물 풀과 나무를 보호합니다. 야생동물보호를 위해 음식물 반입을 금지합니다. 야영 취사행위 및 불을 피우지 않습니다. 애완동물은 생태계 보전과 대중의 이용에 불편함이 없도록 출입을 자제하여 주시기 바랍니다. 음주/가무/소란행위를 하지 않습니다. 쓰레기는 되가져 가시기 바랍니다. ,노원구,서울특별시 노원구 한글비석로12길 51-33(불암산공원) ,127.09527140000002,37.6636719
70,용마폭포공원,5107964.0,광장 4개소 노인정 수영장 용마폭포공원 ,지하철 7호선 용마산역 2번 출구 5호선 아차산역 1번 출구  버스(G 지선 B 간선 R 광역 Y 순환) 용마폭포공원 하차 G 1213 2012 B 320  주차장 주차가능 수 : 72 대 주차장 면적 : 2400㎡ ,일반사항 공원을 깨끗하게 이용합니다. 대중교통을 이용해 주세요. 기념물 시설물 풀과 나무를 보호합니다. 야생동물보호를 위해 음식물 반입을 금지합니다. 야영 취사행위 및 불을 피우지 않습니다. 애완동물은 생태계 보전과 대중의 이용에 불편함이 없도록 출입을 자제하여 주시기 바랍니다. 음주/가무/소란행위를 하지 않습니다. 쓰레기는 되가져 가시기 바랍니다. ,중랑구,서울특별시 중랑구 면목동 산1-4 ,127.0905888,37.5731968
71,사육신공원,47832.0,사육신묘 의절사 불이문 홍살문 비각 산책로,지하철 1호선 노량진역 하차(1번출구) 도보 10분 버스(G 지선 B 간선 R 광역 Y 순환) 사육신공원에서 하차 G 50115516551755315535553662116411 B 150152360361363500504507605640751 R 94089412 문의처 동작구청 공원녹지과 02)820-1395 주차장 소형 5대 대형 1대 주차 가능 주차장 면적 : 350㎡ ,일반사항 공원을 깨끗하게 이용합니다. 대중교통을 이용해 주세요. 기념물 시설물 풀과 나무를 보호합니다. 야생동물보호를 위해 음식물 반입을 금지합니다. 야영 취사행위 및 불을 피우지 않습니다. 애완동물은 생태계 보전과 대중의 이용에 불편함이 없도록 출입을 자제하여 주시기 바랍니다. 음주/가무/소란행위를 하지 않습니다. 쓰레기는 되가져 가시기 바랍니다. ,동작구,서울특별시 동작구 노량진로 191,126.94863600000001,37.5137049
72,용왕산근린공원,213552.0,용왕정 1동(정도600년 기념 건립) 잔디광장 6000㎡ 조깅코스 400m 건강지압로90m 배드민턴장3개소 게이트볼장1개소 어린이 놀이터1개소 약수터2개소 각종 운동시설(체력단련장) 화장실 3개동 공원등 63개 기타시설 등 ,버스(G 지선 B 간선 R 광역 Y 순환) 양천구청 ? 신목동역 G 6620 B 571 신월사거리 ? 신목동역 G 6627 B 661 607  지하철 9호선 신목동역 1번 출구에서 15분  주차장 주차가능 수 : 40대 주차장 면적 : 480㎡ ,일반사항 공원을 깨끗하게 이용합니다. 대중교통을 이용해 주세요. 기념물 시설물 풀과 나무를 보호합니다. 야생동물보호를 위해 음식물 반입을 금지합니다. 야영 취사행위 및 불을 피우지 않습니다. 애완동물은 생태계 보전과 대중의 이용에 불편함이 없도록 출입을 자제하여 주시기 바랍니다. 음주/가무/소란행위를 하지 않습니다. 쓰레기는 되가져 가시기 바랍니다. ,양천구,서울특별시 양천구 목동 199-51,126.8783125,37.5429593
73,사직근린공원,168099.87,사직단 단군성전 황학정 어린이도서관 종로시립도서관 수영장,지하철 3호선 경복궁역(1번 출구) 도보 3분  버스(G 지선 B 간선 R 광역 Y 순환) 150 152-1 159 2 205 205-1 588-2 1000 158  문의처 종로구청 공원녹지과 02-2148-2894 / 사직단 관리사무소 02-739-7205 ,일반사항 공원을 깨끗하게 이용합니다. 대중교통을 이용해 주세요. 기념물 시설물 풀과 나무를 보호합니다. 야생동물보호를 위해 음식물 반입을 금지합니다. 야영 취사행위 및 불을 피우지 않습니다. 애완동물은 생태계 보전과 대중의 이용에 불편함이 없도록 출입을 자제하여 주시기 바랍니다. 음주/가무/소란행위를 하지 않습니다. 쓰레기는 되가져 가시기 바랍니다. ,종로구,서울특별시 종로구 사직로9길 5,126.96740179999999,37.5759864
74,우장산근린공원,359435.2,강서구민회관 서울정보기능대학 운동장(인조잔디구장조깅트랙) 테니스장 트림코스장 조각의 거리 야외무대 국궁장 등,지하철 5호선 우장산역(도보 10분)  버스(G 지선 B 간선 R 광역 Y 순환) 강서구청 앞 하차(도보 5분) G 5712 6627 6645 B 604 607 650 652 70-2 70-1  주차장 주차가능 수 : 100대 ,일반사항 공원을 깨끗하게 이용합니다. 대중교통을 이용해 주세요. 기념물 시설물 풀과 나무를 보호합니다. 야생동물보호를 위해 음식물 반입을 금지합니다. 야영 취사행위 및 불을 피우지 않습니다. 애완동물은 생태계 보전과 대중의 이용에 불편함이 없도록 출입을 자제하여 주시기 바랍니다. 음주/가무/소란행위를 하지 않습니다. 쓰레기는 되가져 가시기 바랍니다. ,강서구,서울특별시 강서구 내발산동 산4-5,126.844932,37.5541932
75,삼일근린공원,36660.0,삼일공원비 삼일공원 산책길 삼일공원 놀이터,지하철 7호선 남성역(4번출구) 사당동 대림아파트 방향 도보5분  버스(G 지선 B 간선 R 광역 Y 순환) 150 152-1 159 2 205 205-1 588-2 1000 158  문의처 동작구청 공원녹지과 02)820-1395  주차장 없음 ,일반사항 공원을 깨끗하게 이용합니다. 대중교통을 이용해 주세요. 기념물 시설물 풀과 나무를 보호합니다. 야생동물보호를 위해 음식물 반입을 금지합니다. 야영 취사행위 및 불을 피우지 않습니다. 애완동물은 생태계 보전과 대중의 이용에 불편함이 없도록 출입을 자제하여 주시기 바랍니다. 음주/가무/소란행위를 하지 않습니다. 쓰레기는 되가져 가시기 바랍니다. ,동작구,서울특별시 동작구 사당동 산24-17,126.9743686,37.4860183
76,삼청근린공원,380735.0,삼청동문(암각) 배드민턴장 테니스장 어린이 놀이터 다목적 공터 및 매점 등 ,지하철 5호선 광화문역하차 삼청동 마을버스  문의처 종로구청 공원녹지과02-731-1455 ,일반사항 공원을 깨끗하게 이용합니다. 대중교통을 이용해 주세요. 기념물 시설물 풀과 나무를 보호합니다. 야생동물보호를 위해 음식물 반입을 금지합니다. 야영 취사행위 및 불을 피우지 않습니다. 애완동물은 생태계 보전과 대중의 이용에 불편함이 없도록 출입을 자제하여 주시기 바랍니다. 음주/가무/소란행위를 하지 않습니다. 쓰레기는 되가져 가시기 바랍니다. ,종로구,서울특별시 종로구 북촌로 134-1 (우) 03050,126.9842875,37.5895821
77,인왕산도시자연공원,1807420.9,인왕사 선바위 국사당 인왕천 만수천 석굴암약수터,지하철 3호선 경복궁역 독립문역 하차 도보 15분  한양도성 탐방로(사직동) : 지하철 3호선 1번출구   버스(G 지선 B 간선 R 광역 Y 순환)     한양도성 탐방로(청운동) : 버스 1020번 7022번 7212번(윤동주문화관 하차)  탕춘대성 탐방로(홍지문) : 버스 1020번 7022번 7212번 1711번 7016번(상명대 입구 하차)   주 등산로와 정류장(지하철버스) 연계현황    인왕산 주 등산로은 한양도성탐방로와 탕춘대성 2개 노선으로 이루어져 있으며 인왕산을 찾는 사람은 보통 지하철 3호선 경복궁에서 도보로 사직공원을 경유하여 종로구 문화체육센타앞에서 출발하는 노선을 이용하고 있으며  반대로 지하철 3호선 경복궁역에서 하차 3번출 앞에서 후 버스로 환승 후  윤동주문화관에서 하차 청운동지점을 이용한다.   탕춘대성 노선은 사직동이나 청운동에서 출발하여 홍지문 방향으로 주로 이용하지만 반대로 버스를 이용하여 상명대 입구에서 하차하여 이용하는 방법도 있다.    ,일반사항 공원을 깨끗하게 이용합니다. 대중교통을 이용해 주세요. 기념물 시설물 풀과 나무를 보호합니다. 야생동물보호를 위해 음식물 반입을 금지합니다. 야영 취사행위 및 불을 피우지 않습니다. 애완동물은 생태계 보전과 대중의 이용에 불편함이 없도록 출입을 자제하여 주시기 바랍니다. 음주/가무/소란행위를 하지 않습니다. 쓰레기는 되가져 가시기 바랍니다. ,종로구,서울특별시 종로구 옥인동 산 3-1 ,126.9578438,37.5849001
78,상도근린공원,359342.8,배드민턴장 생활체육시설 약수터 산책로,지하철 1호선 노량진역 하차 육교건너 마을버스 13번 승차 후 국사봉중학교 하차  문의처 동작구청 공원녹지과 02)820-1395  주차장 없음 ,일반사항 공원을 깨끗하게 이용합니다. 대중교통을 이용해 주세요. 기념물 시설물 풀과 나무를 보호합니다. 야생동물보호를 위해 음식물 반입을 금지합니다. 야영 취사행위 및 불을 피우지 않습니다. 애완동물은 생태계 보전과 대중의 이용에 불편함이 없도록 출입을 자제하여 주시기 바랍니다. 음주/가무/소란행위를 하지 않습니다. 쓰레기는 되가져 가시기 바랍니다. ,동작구,서울특별시 동작구 성대로6사길 27-6(상도공원) ,126.9385469,37.492298999999996
79,일자산도시자연공원,632733.0,실내배드민턴장 실내체육관 산책로 X-게임장 잔디광장 인공폭포,지하철 5호선 강동역 둔촌역 하차 보도 20분  버스(G 지선 B 간선 R 광역 Y 순환) 보훈병원 뒤편 일자산입구역에서 하차 B 342  접근방법   - 일자산 제1등산로 (2.1㎞)  ? 5호선 둔촌동역에서 도보로 약 20분  ? 5호선 둔촌동역에서 강동01 마을버스 타고 둔촌현대3차아파트에서 하차 후 도보로 약 8분  - 일자산 제2등산로 (4.2㎞)  ? 5호선 둔촌동역에서 도보로 약 26분  ? 5호선 둔촌동역에서 3316 버스를 타고 서하남IC입구 정류장에서 하차    주차장 주차가능 수 : 98 대 ,일반사항 공원을 깨끗하게 이용합니다. 대중교통을 이용해 주세요. 기념물 시설물 풀과 나무를 보호합니다. 야생동물보호를 위해 음식물 반입을 금지합니다. 야영 취사행위 및 불을 피우지 않습니다. 애완동물은 생태계 보전과 대중의 이용에 불편함이 없도록 출입을 자제하여 주시기 바랍니다. 음주/가무/소란행위를 하지 않습니다. 쓰레기는 되가져 가시기 바랍니다.  주 등산로와 정류장(지하철버스) 연계현황  일자산 주 등산로는 지하철역에서 바로 연계되지는 않지만 도보 또는 버스를 이용하더라도 2~30분 정도면 도착이 가능합니다.   일자산은 해발고도 100미터 이하의 낮은 야산으로 가볍게 산책을 할 수 있는 숲길로 강동구와 하남시에 걸쳐 있습니다.  지하철역 및 버스정류장에서 등산로 입구까지는 안내판이 없는 실정이며 금년 서울둘레길 고덕?일자산 구간 정비시 등산로에 대한 각종 안내판을 설치할 예정입니다.   코스설명   - 일자산 제1등산로 (2.1㎞)  ? 일자산입구(보훈병원 건너) ~ 해맞이광장 ~ 허브천문공원 ~ 길동생태공원  - 일자산 제2등산로 (4.2㎞)  ? 서허남IC입구 ~ 둔굴 ~ 해맞이광장 ~ 일자산하남시구간 ~ 명일근린공원입구    ,강동구,서울특별시 강동구 동남로 660(일자산공원),127.1574587,37.5431657
80,쌍문근린공원,328018.0,산책등산로 정자 약수터 화장실 테니스장 배구장 배드민턴장 문화센터 등,지하철 4호선 쌍문역 → 1km걷기 A 쌍문근린공원입구 B 청소년문화회관 F 세심천지구입구 G 세심천지구  버스(G 지선 B 간선 R 광역 Y 순환) G 도봉07 도봉04 도봉01 선덕학원 하차 G 111911281157  세그루학원 하차 G 도봉05  우성1차아파트 초당초등학교 하차  승용차 시청 → 세종로사거리 우측 → 종로5가 이화사거리 → 혜화동사거리 → 미아사거리 → 강북구청 → 광산사거리 → 숭미초등학교 → 쌍문근린공원  주차장 주차장이 없으므로 대중교통을 이용하시기 바랍니다. ,일반사항 공원을 깨끗하게 이용합니다. 대중교통을 이용해 주세요. 기념물 시설물 풀과 나무를 보호합니다. 야생동물보호를 위해 음식물 반입을 금지합니다. 야영 취사행위 및 불을 피우지 않습니다. 애완동물은 생태계 보전과 대중의 이용에 불편함이 없도록 출입을 자제하여 주시기 바랍니다. 음주/가무/소란행위를 하지 않습니다. 쓰레기는 되가져 가시기 바랍니다. ,도봉구,서울특별시 도봉구 쌍문동 산80,127.02713159999999,37.6531456
81,수락산도시자연공원,6691885.3,등산로 및 휴게시설,지하철 4호선 당고개역 하차 도보 10분거리 수락산 방향 4호선 상계역 하차 7호선 수락산역 3번 출구 도보 이용  버스(G 지선 B 간선 R 광역 Y 순환) 15 20 20-2 215 235-1 45-2 745 R 720 731 745  문의처 노원구청 공원녹지과 02)2116-3942~68  주차장 수락산역 공영주차장: 수락산역 3번출구 동막골 주차장 위치 : 상계3.4동 31번지외 2필지 면적 : 3300㎡(약1000평) 주차면수 : 120면   접근방법(교통) 제3등산로 : 7호선 수락산역 1번출구 하차 (도보로 10~15분 소요) 제4등산로 : 7호선 수락산역 3번출구 하차  (도보로 10~15분 소요) 제8등산로 : 4호선 당고개역역 하차 (도보로 15~20분 소요)   ,일반사항 공원을 깨끗하게 이용합니다. 대중교통을 이용해 주세요. 기념물 시설물 풀과 나무를 보호합니다. 야생동물보호를 위해 음식물 반입을 금지합니다. 야영 취사행위 및 불을 피우지 않습니다. 애완동물은 생태계 보전과 대중의 이용에 불편함이 없도록 출입을 자제하여 주시기 바랍니다. 음주/가무/소란행위를 하지 않습니다. 쓰레기는 되가져 가시기 바랍니다.,노원구,서울특별시 노원구 상계동 산3-1,127.08136329999999,37.699232
